Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Pre-demographic dividend,PRE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,65.3959274291992,65.1225280761719,65.3701934814453,65.7762603759766,66.2374496459961,66.3219604492188,66.8002471923828,67.3598937988281,67.3099975585938,68.1325225830078,65.8805389404297,66.3177032470703,66.7601013183594,67.0429229736328,67.4712829589844,66.7291412353516,67.3818664550781,64.7395629882813,64.8904266357422,63.9442710876465,64.8756408691406,66.8345108032227,69.7429122924805,70.5135192871094,71.6207885742188,70.7772827148438,72.8918075561523,73.855712890625,72.9390563964844,73.5455474853516,74.1419906616211
Puerto Rico,PRI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,93.166877746582,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.8341827392578,..,..,..,..,..,..,92.3898315429688,..,..,..
Qatar,QAT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,94.7907485961914,..,..,..,..,..,..,94.7797698974609,..,..,95.9142913818359,93.5299835205078,94.803352355957,92.4288177490234,94.6094131469727,93.9443588256836,91.7935791015625,93.6445236206055,..,95.4636535644531,94.6441116333008,..,..,..
Romania,ROU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,99.1074600219727,..,..,..,..,..,..,..,..,..,97.7614898681641,..,..,..,..,..,..,..,..,98.9956893920898,..,..,..,..,..,..,99.4291915893555,..,..
Russian Federation,RUS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,99.7246017456055,..,..,..,..,..,..,..,99.709602355957,..,..,..,..,..,..,..,99.6984481811523,..,..
Rwanda,RWA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,74.8965377807617,..,..,..,..,..,..,..,..,77.6203308105469,..,..,..,..,..,..,..,..,..,77.3446273803711,..,82.3307495117188,..,85.0662384033203,..,..,..,86.4927673339844,..,..
Samoa,WSM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,99.0444412231445,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.2356567382813,..,..,..,..,..,..,99.1234817504883,..,..
San Marino,SMR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,93.8499603271484,..,..,..,..,..,..,..,..,..,95.4154586791992,..,..,..,..,..,..,80.2031631469727,..,..,..,96.7384033203125,..,..,..,..,..,97.7825469970703,..,..
Saudi Arabia,SAU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,87.8556137084961,..,..,..,..,..,..,..,95.9131622314453,..,..,..,95.8496932983398,..,..,..,..,..,..,..,..,99.2217712402344,..,..,..,99.3018798828125,..,..,99.4984130859375
Senegal,SEN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,49.1244888305664,..,..,..,50.8516616821289,..,..,63.3523902893066,..,65.7805099487305,..,56.9430084228516,..,..,..,69.4784088134766,..,..,..
Serbia,SRB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,99.3567962646484,..,..,..,..,..,..,..,99.3086929321289,..,..,..,..,99.7198181152344,..,..,99.9994430541992,..
Seychelles,SYC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,98.8133087158203,..,..,..,..,..,..,..,99.0647735595703,..,..,..,..,..,..,..,98.9713363647461,..,..,..,..,..,..,..,99.0699996948242,..,..
Sierra Leone,SLE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.9276084899902,..,..,..,..,..,..,..,..,57.0221290588379,..,..,..,..,66.6485977172852,..,..
Singapore,SGP,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,98.9666976928711,..,..,..,..,..,..,..,..,..,99.5046005249023,..,..,..,..,..,..,..,..,..,99.751823425293,99.8871994018555,99.8949432373047,99.8986129760742,99.9004669189453,99.7848968505859,99.9265823364258,99.9304428100586,99.9296264648438,99.9280471801758,99.7262496948242
Sint Maarten (Dutch part),SXM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovenia,SVN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,99.7577362060547,..,..,..,..,..,..,..,..,..,..,..,..,99.8000030517578,..,..,..,..,..,..,..,..,..,99.8000030517578,..,..,..,..,..,..
Small states,SST,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,87.8880462646484,88.1181182861328,88.1935729980469,88.3178787231445,88.3618087768555,88.5201034545898,88.8313217163086,89.1725463867188,89.59033203125,89.8357315063477,89.8634262084961,90.2493133544922,90.4181823730469,90.547248840332,90.6180267333984,90.7470092773438,90.3893508911133,89.9422378540039,90.0958862304688,89.4461669921875,89.1417388916016,89.6711883544922,89.9507369995117,90.3174514770508,90.6519165039063,91.2265319824219,91.2965316772461,91.4360809326172,91.5719909667969,91.7667083740234,91.9748229980469
Solomon Islands,SLB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,93.9051513671875,..,..,..,..,..,..,..,..,..,..,97.5707778930664,..,98.3650894165039,98.6441268920898,98.7896575927734,98.8820419311523,..,98.8822784423828,98.9557800292969,..,95.3238220214844,..,98.4095306396484,..
South Asia,SAS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,57.30182,58.24777,59.93825,61.41477,62.62179,63.80913,64.96911,66.0069,69.54834,70.82187,71.9553,72.94054,74.03113,75.20078,76.20471,77.17958,78.2775,78.33886,81.04232,81.96909,82.21069,82.93099,83.87258,85.17337,85.98569,86.96437,88.08789,88.62945,89.2672,89.95697,90.53485
South Asia (IDA & IBRD),TSA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,57.3018188476563,58.2477684020996,59.9382514953613,61.4147682189941,62.6217918395996,63.8091316223145,64.969108581543,66.0068969726563,69.54833984375,70.8218688964844,71.9552993774414,72.9405364990234,74.0311279296875,75.2007827758789,76.2047119140625,77.1795806884766,78.2774963378906,78.3388595581055,81.0423202514648,81.9690933227539,82.210693359375,82.9309921264648,83.8725814819336,85.1733703613281,85.9856872558594,86.9643707275391,88.087890625,88.6294479370117,89.2671966552734,89.9569702148438,90.5348510742188
South Sudan,SSD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.702278137207,..,..,..,..,..,..,..,..,..,47.9009590148926,..,..
Spain,ESP,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,99.554557800293,..,..,..,..,..,..,..,..,..,..,..,..,99.5581970214844,99.5377883911133,99.5953063964844,99.5693435668945,99.5643081665039,99.5989990234375,99.5946273803711,99.6994018554688,99.6727828979492,99.6692581176758,99.7227630615234,99.6556777954102,99.6221618652344,..,99.7155532836914,..,99.6214218139648
Sri Lanka,LKA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,95.5886306762695,..,..,..,..,97.4840621948242,..,97.9817962646484,..,98.1579284667969,..,..,..,..,..,98.6889877319336,98.8564605712891,98.7819366455078,98.9679565429688,98.8592300415039
St. Kitts and Nevis,KNA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,SSF,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,65.2575073242188,65.3666000366211,65.6368789672852,66.0128631591797,66.3642501831055,66.4865188598633,66.8847808837891,67.3665313720703,67.3505630493164,68.0561828613281,66.2140808105469,66.6776580810547,67.8840713500977,68.2714080810547,69.5643692016602,68.4528732299805,69.0359497070313,67.6493377685547,67.8580932617188,68.3157730102539,69.2070388793945,70.9651718139648,72.3526077270508,73.1540069580078,73.8243408203125,74.4040832519531,74.9061737060547,75.530632019043,75.9282684326172,76.3155517578125,76.69580078125
Sub-Saharan Africa (excluding high income),SSA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,65.1927871704102,65.303840637207,65.5767822265625,65.9557037353516,66.3098526000977,66.4342575073242,66.8352737426758,67.3167190551758,67.3015899658203,68.0092315673828,66.1648178100586,66.6305999755859,67.8407516479492,68.2305374145508,69.5269470214844,68.4150466918945,68.9997406005859,67.6117706298828,67.8199768066406,68.2783966064453,69.1711807250977,70.9319610595703,72.3216934204102,73.1247634887695,73.7966537475586,74.3778533935547,74.8812026977539,75.5070877075195,75.9059295654297,76.2943801879883,76.6757278442383
Sub-Saharan Africa (IDA & IBRD),TSS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,65.2575073242188,65.3666000366211,65.6368789672852,66.0128631591797,66.3642501831055,66.4865188598633,66.8847808837891,67.3665313720703,67.3505630493164,68.0561828613281,66.2140808105469,66.6776580810547,67.8840713500977,68.2714080810547,69.5643692016602,68.4528732299805,69.0359497070313,67.6493377685547,67.8580932617188,68.3157730102539,69.2070388793945,70.9651718139648,72.3526077270508,73.1540069580078,73.8243408203125,74.4040832519531,74.9061737060547,75.530632019043,75.9282684326172,76.3155517578125,76.69580078125
Sudan,SDN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,78.1555862426758,..,..,..,..,..,..,..,65.8053512573242,..,..,..,..,..,..,..,..,..,73,..,..
Suriname,SUR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.8811416625977,..,..,..,99.4164199829102,..,98.3766403198242,..,97.6679000854492,..,..,..,..,..,98.6455612182617,..,..
Sweden,SWE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Syrian Arab Republic,SYR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,95.1888275146484,..,92.4538116455078,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,99.8470611572266,..,..,..,..,..,..,..,..,..,..,..,..,..,99.9000015258789,..,..,..,..,..,..
Tanzania,TZA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,78.3960494995117,..,..,..,..,..,..,..,74.5605163574219,..,85.9400024414063,..,..,85.7551422119141,..,..,..,..,..
Thailand,THA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,97.9753875732422,..,..,..,..,98.0509033203125,..,..,..,..,96.5975723266602,..,..,98.3138809204102,..,98.1466293334961,..,..,98.1371688842773,..,..
Timor-Leste,TLS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.528678894043,..,..,..,..,..,..,..,83.5390319824219,..,..
Togo,TGO,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,74.439567565918,..,..,..,..,..,76.4529418945313,..,..,81.7359924316406,..,79.8859100341797,..,..,..,84.2901077270508,..,..,..,87.8914413452148,..
Tonga,TON,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,99.3087387084961,..,..,..,..,..,..,..,..,..,99.4247589111328,..,..,..,..,99.4370269775391,..,..,..,..,..,..,99.4411163330078,..,..
Trinidad and Tobago,TTO,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,99.3000030517578,..,..,..,..,..,..,..,..,..,99.4000015258789,..,..,..,..,..,..,..,..,..,99.5999984741211,..,..,..,..,..,..,..,..,..,..
Tunisia,TUN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.338981628418,..,..,96.299690246582,96.8184967041016,..,97.1717224121094,97.304443359375,96.8649978637695,..,96.209098815918,..,..,..,..,..,..
Turkey,TUR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,92.5436630249023,..,..,..,..,..,..,..,..,..,..,..,..,..,95.6035003662109,96.1185531616211,96.1815032958984,96.3623504638672,..,97.8074722290039,98.2245864868164,98.7093505859375,99.0160217285156,99.2274322509766,99.3584823608398,99.4943923950195,99.6213607788086,99.7508697509766,..,99.9071502685547,..
Turkmenistan,TKM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,99.810417175293,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.8000030517578,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,69.8007888793945,..,..,..,..,..,..,..,..,..,..,80.7911605834961,..,..,..,84.0656509399414,..,..,..,87.4088287353516,..,83.6588821411133,..,..,..,..,..,89.3963088989258,..,..
Ukraine,UKR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,99.8048629760742,..,..,..,..,..,..,..,..,..,..,99.9697570800781,..,..,..,..,..,..,..,..
United Arab Emirates,ARE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.0064468383789,..,..,..,..,..,..,..,..,..,..,..,..,..,96.3115768432617,..
United Kingdom,GBR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Upper middle income,UMC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,94.0164337158203,94.3411026000977,94.625129699707,94.9063262939453,95.186882019043,95.5090713500977,95.7136764526367,97.3705215454102,97.4760818481445,97.5827178955078,97.6716384887695,97.7682113647461,97.9053726196289,98.1591567993164,98.2714233398438,98.3701477050781,98.2338104248047,98.4533386230469,98.7707824707031,98.4691314697266,98.4503707885742,98.4294509887695,98.9215927124023,98.8766326904297,99.1510009765625,98.5493698120117,99.2228775024414,99.2001495361328,98.4830093383789,98.5179977416992,98.5533294677734
Uruguay,URY,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,98.5802383422852,..,..,..,..,..,..,..,..,..,98.712516784668,98.7591400146484,98.9681396484375,98.8614807128906,98.7841873168945,98.8622207641602,98.9552536010742,98.9297637939453,98.8388900756836,98.9275970458984,99.152473449707,98.9326019287109,98.8802719116211,99.0206527709961,..
Uzbekistan,UZB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,99.8743515014648,..,..,..,..,..,..,..,..,..,..,..,..,99.9999313354492,99.9999618530273,99.9999618530273,99.9999313354492,..,99.9999389648438,99.9999237060547,..
Vanuatu,VUT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,86.0999984741211,..,..,..,..,..,..,..,..,..,91.8000030517578,..,..,..,..,..,..,..,..,..,95.3000030517578,..,..,..,96.2821197509766,..,..
"Venezuela, RB",VEN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,95.4390335083008,..,..,..,..,..,..,..,..,..,..,97.1993408203125,..,..,..,..,..,98.3987808227539,..,98.5333023071289,..,97.5591583251953,..,..,..,99.0076293945313,98.7595062255859,..,..,..,..
Vietnam,VNM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,94.5296401977539,94.8365097045898,..,..,..,..,..,..,..,..,97.091667175293,..,..,..,..,..,..,..,..,..,98.6254577636719,..
Virgin Islands (U.S.),VIR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,97.0465698242188,..,..,..,..,..,..,98.952278137207,..,99.0922927856445,99.0675888061523,99.1578521728516,99.2302093505859,99.2198333740234,99.3082962036133,99.2867202758789,99.348258972168,99.3655319213867,99.3415374755859,99.3774871826172,99.311767578125,99.3362503051758,99.3343963623047,99.2323532104492
"Yemen, Rep.",YEM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,60.2221412658691,..,..,..,..,..,..,..,..,..,77,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zambia,ZMB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,66.3811569213867,..,..,..,..,..,..,..,..,69.4572219848633,..,..,69.0888137817383,..,..,..,..,64.0496368408203,..,..,88.7145614624023,..,..,..,..,..,..,..,92.0915679931641,..,..
Zimbabwe,ZWE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,95.4113616943359,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.9307022094727,..,..,90.4281234741211,..,..,..,..,..,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: Sustainable Development Goals (SDGs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 07/22/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
